Date : 2025-05-04 13:11:03
Directory : c:\Users\Administrator\Desktop\bakalauras\JourneyFy
Total : 289 files,  39628 codes, 121 comments, 2054 blanks, all 41803 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\BankInfo\BranchCodeInput.js                                        | JavaScript         |         43 |          1 |          4 |         48 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\BankInfo\SubmitButton.js                                           | JavaScript         |         17 |          1 |          3 |         21 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\CreditCard\ContinueButton.js                                       | JavaScript         |         22 |          1 |          4 |         27 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\CreditCard\CreditCardForm.js                                       | JavaScript         |         36 |          1 |          4 |         41 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\CreditCard\PaypalForm.js                                           | JavaScript         |         45 |          1 |          6 |         52 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\CustomerSupport\CallAndMailButtons.js                              | JavaScript         |         40 |          1 |          4 |         45 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\CustomerSupport\ContactInfo.js                                     | JavaScript         |         28 |          1 |          4 |         33 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\CustomerSupport\SubmitButton.js                                    | JavaScript         |         17 |          1 |          3 |         21 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\CustomerSupport\SupportForm.js                                     | JavaScript         |         89 |          1 |          4 |         94 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\EndRide\EndRideButton.js                                           | JavaScript         |         30 |          0 |          4 |         34 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\EndRide\MapDirection.js                                            | JavaScript         |         45 |          0 |          6 |         51 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\EndRide\PassengerList.js                                           | JavaScript         |         43 |          0 |          4 |         47 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\EndRide\RideInfoSheet.js                                           | JavaScript         |         58 |          0 |          5 |         63 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\EndRide\RouteList.js                                               | JavaScript         |         76 |          0 |          5 |         81 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Entry\EntryButton.tsx                                              | TypeScript JSX     |         79 |          0 |          4 |         83 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Entry\EntryInputField.tsx                                          | TypeScript JSX     |        120 |          0 |          5 |        125 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\HistoryRideDetail\RateRideButton.js                                | JavaScript         |         13 |          0 |          3 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\HistoryRideDetail\RateRideDialog.js                                | JavaScript         |        139 |          0 |          9 |        148 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\HistoryRideDetail\RiderDetail.js                                   | JavaScript         |         55 |          0 |          3 |         58 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\HistoryRideDetail\RiderInfo.js                                     | JavaScript         |         22 |          0 |          3 |         25 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\HistoryRideDetail\VehicleInfo.js                                   | JavaScript         |         32 |          0 |          3 |         35 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Home\DateTimePickerSheet.js                                        | JavaScript         |        219 |          0 |          5 |        224 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Home\Header.js                                                     | JavaScript         |         83 |          0 |          6 |         89 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Home\MapComponent.js                                               | JavaScript         |         17 |          0 |          3 |         20 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Home\NoOfSeatSheet.js                                              | JavaScript         |         67 |          0 |          5 |         72 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Home\RideInfoCard.js                                               | JavaScript         |        301 |          0 |          7 |        308 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\LoadingIndicator.js                                                | JavaScript         |          7 |          0 |          3 |         10 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Message\MessageHeader.js                                           | JavaScript         |         55 |          1 |          5 |         61 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Message\MessageInput.js                                            | JavaScript         |         58 |          1 |          6 |         65 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Message\MessageItem.js                                             | JavaScript         |         96 |          0 |         10 |        106 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Message\MessageList.js                                             | JavaScript         |         21 |          0 |          3 |         24 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\CarInfo.js                                               | JavaScript         |         60 |          0 |          6 |         66 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\CarSelectionSheet.js                                     | JavaScript         |         59 |          0 |          4 |         63 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\ContinueButton.js                                        | JavaScript         |         20 |          0 |          3 |         23 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\FacilityInfo.js                                          | JavaScript         |         49 |          0 |          4 |         53 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\LocationInfo.js                                          | JavaScript         |        107 |          0 |          5 |        112 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\PriceInfo.js                                             | JavaScript         |         42 |          1 |          4 |         47 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\SeatInfo.js                                              | JavaScript         |         45 |          0 |          4 |         49 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\OfferRide\SeatSelectionSheet.js                                    | JavaScript         |         70 |          0 |          4 |         74 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\PaymentMethods\PaymentMethodItem.js                                | JavaScript         |         63 |          0 |          4 |         67 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\PaymentMethods\PaymentMethodList.js                                | JavaScript         |         30 |          0 |          4 |         34 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\PickLocation\LocationFooter.js                                     | JavaScript         |         70 |          0 |          4 |         74 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\PickLocation\LocationSearchHeader.js                               | JavaScript         |        127 |          0 |          4 |        131 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\PickLocation\PickLocationMap.js                                    | JavaScript         |         41 |          0 |          4 |         45 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Profile\Divider.js                                                 | JavaScript         |         13 |          0 |          3 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Profile\LogoutDialog.js                                            | JavaScript         |         61 |          0 |          4 |         65 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Profile\ProfileInputField.tsx                                      | TypeScript JSX     |        129 |          0 |         16 |        145 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Profile\ProfileOption.js                                           | JavaScript         |         34 |          0 |          3 |         37 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Profile\ProfilePicture.js                                          | JavaScript         |        106 |          1 |          7 |        114 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Profile\UpdateButton.js                                            | JavaScript         |         12 |          0 |          3 |         15 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\CancelRideDialog.js                                     | JavaScript         |         59 |          1 |          4 |         64 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\PassengerDetail.js                                      | JavaScript         |        133 |          0 |          7 |        140 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\ReviewInfo.js                                           | JavaScript         |        103 |          0 |          4 |        107 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\RideDetailFooter.js                                     | JavaScript         |         89 |          0 |          5 |         94 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\RideDetailHeader.js                                     | JavaScript         |         13 |          0 |          4 |         17 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\RiderDetail.js                                          | JavaScript         |        129 |          0 |          3 |        132 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\RiderInfo.js                                            | JavaScript         |        104 |          0 |         11 |        115 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideDetail\VehicleInfo.js                                          | JavaScript         |         54 |          0 |          7 |         61 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideHistory\EmptyRideList.js                                       | JavaScript         |         27 |          0 |          4 |         31 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideHistory\RideHistoryItem.js                                     | JavaScript         |        140 |          0 |          4 |        144 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideHistory\RideHistoryList.js                                     | JavaScript         |         16 |          0 |          3 |         19 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideHistory\RidesHeader.js                                         | JavaScript         |         56 |          0 |          4 |         60 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideMapView\DirectionMap.js                                        | JavaScript         |        117 |          0 |          6 |        123 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideMapView\RideInfoSheet.js                                       | JavaScript         |        196 |          0 |          6 |        202 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideMapView\VerticalDashLine.js                                    | JavaScript         |         16 |          0 |          3 |         19 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideRequest\RequestItem.js                                         | JavaScript         |        172 |          0 |          8 |        180 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideRequest\RequestList.js                                         | JavaScript         |         22 |          0 |          3 |         25 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\RideRequest\RequestSheet.js                                        | JavaScript         |        150 |          0 |          9 |        159 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Rides\NoRidesInfo.js                                               | JavaScript         |         27 |          0 |          4 |         31 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Rides\RideItem.js                                                  | JavaScript         |        139 |          0 |          9 |        148 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Rides\RidesHeader.js                                               | JavaScript         |         50 |          0 |          4 |         54 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Rides\RidesList.js                                                 | JavaScript         |         19 |          0 |          3 |         22 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Settings\DeleteAccountModal.js                                     | JavaScript         |         75 |          0 |          4 |         79 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Settings\MapSettingsModal.js                                       | JavaScript         |         94 |          0 |          4 |         98 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Settings\OptionsList.js                                            | JavaScript         |         70 |          0 |          4 |         74 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Settings\PasswordModal.js                                          | JavaScript         |         88 |          0 |          4 |         92 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Settings\ProfileSection.js                                         | JavaScript         |         52 |          0 |          7 |         59 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\StartRide\DirectionInfo.js                                         | JavaScript         |         35 |          0 |          8 |         43 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\StartRide\RideInfoSheet.js                                         | JavaScript         |         52 |          0 |          6 |         58 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\StartRide\StartRideButton.js                                       | JavaScript         |         30 |          0 |          4 |         34 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\StartRide\VerticalDashLine.js                                      | JavaScript         |         16 |          0 |          3 |         19 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Transactions\TransactionItem.js                                    | JavaScript         |         56 |          0 |          4 |         60 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Transactions\TransactionList.js                                    | JavaScript         |         20 |          0 |          4 |         24 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\UserVehicleScreen\AddVehicleButton.js                              | JavaScript         |         30 |          0 |          4 |         34 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\UserVehicleScreen\SnackBarComponent.js                             | JavaScript         |         18 |          0 |          3 |         21 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\UserVehicleScreen\StatusModal.js                                   | JavaScript         |         55 |          0 |          4 |         59 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\UserVehicleScreen\VehicleItem.js                                   | JavaScript         |         91 |          1 |          6 |         98 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\UserVehicleScreen\VehiclesList.js                                  | JavaScript         |         29 |          0 |          4 |         33 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Wallet\BalanceInfo.js                                              | JavaScript         |         57 |          0 |          7 |         64 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Wallet\WalletHeader.js                                             | JavaScript         |         19 |          0 |          4 |         23 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Wallet\WalletImage.js                                              | JavaScript         |         22 |          0 |          4 |         26 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\Wallet\WalletOption.js                                             | JavaScript         |         72 |          0 |          5 |         77 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\bottomTabBarScreen.js                                              | JavaScript         |        176 |          0 |         11 |        187 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\header.js                                                          | JavaScript         |         35 |          0 |          3 |         38 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\myStatusBar.js                                                     | JavaScript         |         15 |          0 |          3 |         18 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\constants\Colors.ts                                                           | TypeScript         |         47 |          0 |          7 |         54 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\constants\key.js                                                              | JavaScript         |          5 |          0 |          2 |          7 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\constants\styles.js                                                           | JavaScript         |        277 |          0 |         52 |        329 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useAddVehicle.js                                                        | JavaScript         |         50 |          0 |          6 |         56 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useAuth.tsx                                                             | TypeScript JSX     |        146 |          0 |         15 |        161 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useCreateJourney.js                                                     | JavaScript         |         75 |          1 |          9 |         85 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useDeleteAccount.js                                                     | JavaScript         |         18 |          0 |          4 |         22 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useDriver.js                                                            | JavaScript         |         26 |          0 |          5 |         31 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useEditProfile.js                                                       | JavaScript         |         90 |          0 |         13 |        103 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useFetchVehicles.js                                                     | JavaScript         |         47 |          0 |          7 |         54 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useFindMatchingJourneys.js                                              | JavaScript         |         63 |          4 |         12 |         79 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useLocation.js                                                          | JavaScript         |         20 |          0 |          4 |         24 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useMapSettings.js                                                       | JavaScript         |         85 |          0 |          9 |         94 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useMessages.js                                                          | JavaScript         |         33 |          0 |          7 |         40 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\usePasswordChange.js                                                    | JavaScript         |         46 |          0 |          4 |         50 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useRegistration.js                                                      | JavaScript         |         78 |          0 |          5 |         83 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useRideAndDriver.js                                                     | JavaScript         |         26 |          0 |          5 |         31 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useUpdateWalletValue.js                                                 | JavaScript         |         28 |          0 |          4 |         32 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useUpdateWalletValueFromAmount.js                                       | JavaScript         |         37 |          0 |          5 |         42 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useUser.tsx                                                             | TypeScript JSX     |        152 |          0 |         20 |        172 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useUserInfo.tsx                                                         | TypeScript JSX     |         30 |          0 |          6 |         36 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useUserProfile.js                                                       | JavaScript         |         30 |          0 |          8 |         38 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useUserVehicles.js                                                      | JavaScript         |         75 |          0 |          9 |         84 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\hooks\useWalletValue.js                                                       | JavaScript         |         32 |          0 |          5 |         37 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\AdditionalNavigation.tsx                                          | TypeScript JSX     |         22 |          2 |          3 |         27 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\AppNavigation.tsx                                                 | TypeScript JSX     |         48 |          0 |          6 |         54 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\EntryNavigation.tsx                                               | TypeScript JSX     |         24 |          0 |          3 |         27 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\HomeNavigation.tsx                                                | TypeScript JSX     |         62 |          0 |          3 |         65 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\InfoNavigation.tsx                                                | TypeScript JSX     |         23 |          0 |          3 |         26 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\JourneyNavigation.tsx                                             | TypeScript JSX     |         61 |          0 |          3 |         64 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\MainNavigation.tsx                                                | TypeScript JSX     |         81 |          0 |          7 |         88 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\ProfileNavigation.tsx                                             | TypeScript JSX     |         84 |          0 |          4 |         88 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\SettingsNavigation.tsx                                            | TypeScript JSX     |         20 |          0 |          3 |         23 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\WalletNavigation.tsx                                              | TypeScript JSX     |         40 |          0 |          3 |         43 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\navigations\navigation.ts                                                     | TypeScript         |          3 |          0 |          0 |          3 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Entry\ForgotPassword.tsx                                              | TypeScript JSX     |        166 |          0 |          5 |        171 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Entry\Login.tsx                                                       | TypeScript JSX     |        163 |          0 |         11 |        174 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Entry\MainInfo.tsx                                                    | TypeScript JSX     |        140 |          0 |          8 |        148 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Entry\Register.tsx                                                    | TypeScript JSX     |        160 |          0 |          5 |        165 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Entry\auth\loginScreen.js                                             | JavaScript         |        174 |          0 |         14 |        188 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Entry\auth\registerScreen.js                                          | JavaScript         |        191 |          0 |         13 |        204 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Entry\auth\verificationScreen.js                                      | JavaScript         |        236 |          0 |         17 |        253 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Main\Settings.tsx                                                     | TypeScript JSX     |         95 |          0 |          9 |        104 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Main\homeScreen.js                                                    | JavaScript         |        129 |          0 |         14 |        143 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Main\ridesScreen.js                                                   | JavaScript         |        119 |          0 |         18 |        137 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\Main\walletScreen.js                                                  | JavaScript         |         25 |          0 |          3 |         28 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateAdditional\reviews\reviewsScreen.js                           | JavaScript         |        145 |          0 |          5 |        150 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateInfo\notifications\notificationsScreen.js                     | JavaScript         |        196 |          0 |         15 |        211 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\addVehicle\addVehicleScreen.js                        | JavaScript         |        108 |          0 |          8 |        116 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\availableRides\availableRidesScreen.js                | JavaScript         |        259 |          0 |         12 |        271 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\confirmPooling\confirmPoolingScreen.js                | JavaScript         |         75 |          0 |          7 |         82 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\endRide\EndRideStyles.js                              | JavaScript         |         40 |          0 |          3 |         43 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\endRide\endRideScreen.js                              | JavaScript         |         47 |          0 |          5 |         52 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\historyRideDetail\historyRideDetailScreen.js          | JavaScript         |         47 |          0 |          8 |         55 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\message\messageScreen.js                              | JavaScript         |         47 |          0 |          5 |         52 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\offerRide\offerRideScreen.js                          | JavaScript         |        134 |          0 |         16 |        150 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\onboarding\onboardingScreen.js                        | JavaScript         |        292 |          0 |         16 |        308 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\pickLocation\pickLocationScreen.js                    | JavaScript         |         97 |          0 |         12 |        109 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\pickLocation\pickLocationTestScreen.js                | JavaScript         |        130 |          1 |         14 |        145 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\rideComplete\rideCompleteScreen.js                    | JavaScript         |         72 |          0 |          7 |         79 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\rideDetail\rideDetailScreen.js                        | JavaScript         |        148 |          0 |         23 |        171 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\rideMapView\rideMapViewScreen.js                      | JavaScript         |         20 |          0 |          3 |         23 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\rideRequest\rideRequestScreen.js                      | JavaScript         |        154 |          0 |         20 |        174 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateJourney\startRide\startRideScreen.js                          | JavaScript         |        103 |          0 |         12 |        115 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\customerSupport\customerSupportScreen.js              | JavaScript         |         29 |          0 |          3 |         32 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\editProfile\editProfileScreen.js                      | JavaScript         |        153 |          0 |         12 |        165 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\faq\faqScreen.js                                      | JavaScript         |         85 |          0 |          6 |         91 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\privacyPolicy\privacyPolicyScreen.js                  | JavaScript         |         80 |          0 |          7 |         87 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\profile\profileScreen.js                              | JavaScript         |        190 |          0 |         10 |        200 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\rideHistory\rideHistoryScreen.js                      | JavaScript         |        140 |          0 |         14 |        154 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\termsAndConditions\termsAndConditionsScreen.js        | JavaScript         |         47 |          0 |          6 |         53 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateProfile\userVehicles\userVehiclesScreen.js                    | JavaScript         |         46 |          0 |          4 |         50 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateWallet\addAndSendMoney\addAndSendMoneyScreen.js               | JavaScript         |         46 |          0 |          5 |         51 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateWallet\bankInfo\bankInfoScreen.js                             | JavaScript         |         41 |          0 |          5 |         46 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateWallet\creditCard\creditCardScreen.js                         | JavaScript         |         45 |          0 |          5 |         50 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateWallet\paymentMethods\paymentMethodsScreen.js                 | JavaScript         |         56 |          0 |          9 |         65 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateWallet\successfullyAddAndSend\successfullyAddAndSendScreen.js | JavaScript         |        103 |          0 |         10 |        113 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\screens\TemplateWallet\transactions\transactionsScreen.js                     | JavaScript         |        104 |          0 |          4 |        108 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\services\firebase.tsx                                                         | TypeScript JSX     |         33 |          0 |          4 |         37 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\services\firebaseUserService.js                                               | JavaScript         |         38 |          0 |          8 |         46 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\utils\formatTime.js                                                           | JavaScript         |          9 |          0 |          1 |         10 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\utils\range.js                                                                | JavaScript         |          2 |          0 |          1 |          3 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\utils\uploadImage.js                                                          | JavaScript         |         18 |          0 |          2 |         20 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\utils\validation.js                                                           | JavaScript         |         18 |          0 |          3 |         21 |
